Freq.	I(R4)/I(R8)
1.94088587759223e+05	(-1.39858350482375e+01dB,-1.37983605823022e+02°)
1.94536008162211e+05	(-1.40210967165638e+01dB,-1.38066364564828e+02°)
1.94984459975749e+05	(-1.40563782038975e+01dB,-1.38148959366649e+02°)
1.95433945577484e+05	(-1.40916794385937e+01dB,-1.38231390234117e+02°)
1.95884467350544e+05	(-1.41270003491105e+01dB,-1.38313657173845e+02°)
1.96336027683549e+05	(-1.41623408640090e+01dB,-1.38395760193422e+02°)
1.96788628970629e+05	(-1.41977009119531e+01dB,-1.38477699301401e+02°)
1.97242273611430e+05	(-1.42330804217093e+01dB,-1.38559474507295e+02°)
1.97696964011130e+05	(-1.42684793221469e+01dB,-1.38641085821566e+02°)
1.98152702580454e+05	(-1.43038975422376e+01dB,-1.38722533255622e+02°)
1.98609491735681e+05	(-1.43393350110558e+01dB,-1.38803816821804e+02°)
1.99067333898662e+05	(-1.43747916577778e+01dB,-1.38884936533380e+02°)
1.99526231496832e+05	(-1.44102674116822e+01dB,-1.38965892404539e+02°)
1.99986186963218e+05	(-1.44457622021496e+01dB,-1.39046684450382e+02°)
2.00447202736459e+05	(-1.44812759586624e+01dB,-1.39127312686913e+02°)
2.00909281260816e+05	(-1.45168086108047e+01dB,-1.39207777131036e+02°)
2.01372424986182e+05	(-1.45523600882618e+01dB,-1.39288077800540e+02°)
2.01836636368099e+05	(-1.45879303208204e+01dB,-1.39368214714100e+02°)
2.02301917867770e+05	(-1.46235192383685e+01dB,-1.39448187891262e+02°)
2.02768271952071e+05	(-1.46591267708944e+01dB,-1.39527997352440e+02°)
2.03235701093565e+05	(-1.46947528484874e+01dB,-1.39607643118907e+02°)
2.03704207770514e+05	(-1.47303974013369e+01dB,-1.39687125212790e+02°)
2.04173794466895e+05	(-1.47660603597327e+01dB,-1.39766443657057e+02°)
2.04644463672409e+05	(-1.48017416540641e+01dB,-1.39845598475516e+02°)
2.05116217882498e+05	(-1.48374412148203e+01dB,-1.39924589692803e+02°)
2.05589059598356e+05	(-1.48731589725894e+01dB,-1.40003417334378e+02°)
2.06062991326942e+05	(-1.49088948580589e+01dB,-1.40082081426516e+02°)
2.06538015580994e+05	(-1.49446488020147e+01dB,-1.40160581996300e+02°)
2.07014134879045e+05	(-1.49804207353413e+01dB,-1.40238919071614e+02°)
2.07491351745432e+05	(-1.50162105890210e+01dB,-1.40317092681136e+02°)
2.07969668710311e+05	(-1.50520182941341e+01dB,-1.40395102854331e+02°)
2.08449088309670e+05	(-1.50878437818582e+01dB,-1.40472949621444e+02°)
2.08929613085345e+05	(-1.51236869834678e+01dB,-1.40550633013493e+02°)
2.09411245585030e+05	(-1.51595478303342e+01dB,-1.40628153062260e+02°)
2.09893988362293e+05	(-1.51954262539250e+01dB,-1.40705509800289e+02°)
2.10377843976588e+05	(-1.52313221858036e+01dB,-1.40782703260874e+02°)
2.10862814993269e+05	(-1.52672355576290e+01dB,-1.40859733478054e+02°)
2.11348903983605e+05	(-1.53031663011552e+01dB,-1.40936600486608e+02°)
2.11836113524790e+05	(-1.53391143482312e+01dB,-1.41013304322045e+02°)
2.12324446199962e+05	(-1.53750796307999e+01dB,-1.41089845020601e+02°)
2.12813904598211e+05	(-1.54110620808983e+01dB,-1.41166222619228e+02°)
2.13304491314597e+05	(-1.54470616306566e+01dB,-1.41242437155592e+02°)
2.13796208950162e+05	(-1.54830782122981e+01dB,-1.41318488668062e+02°)
2.14289060111945e+05	(-1.55191117581385e+01dB,-1.41394377195707e+02°)
2.14783047412992e+05	(-1.55551622005856e+01dB,-1.41470102778287e+02°)
2.15278173472376e+05	(-1.55912294721386e+01dB,-1.41545665456250e+02°)
2.15774440915205e+05	(-1.56273135053879e+01dB,-1.41621065270721e+02°)
2.16271852372640e+05	(-1.56634142330141e+01dB,-1.41696302263498e+02°)
2.16770410481908e+05	(-1.56995315877882e+01dB,-1.41771376477047e+02°)
2.17270117886313e+05	(-1.57356655025704e+01dB,-1.41846287954493e+02°)
2.17770977235254e+05	(-1.57718159103102e+01dB,-1.41921036739617e+02°)
2.18272991184238e+05	(-1.58079827440451e+01dB,-1.41995622876848e+02°)
2.18776162394893e+05	(-1.58441659369008e+01dB,-1.42070046411254e+02°)
2.19280493534982e+05	(-1.58803654220902e+01dB,-1.42144307388542e+02°)
2.19785987278420e+05	(-1.59165811329129e+01dB,-1.42218405855049e+02°)
2.20292646305283e+05	(-1.59528130027548e+01dB,-1.42292341857733e+02°)
2.20800473301827e+05	(-1.59890609650872e+01dB,-1.42366115444175e+02°)
2.21309470960501e+05	(-1.60253249534664e+01dB,-1.42439726662563e+02°)
2.21819641979959e+05	(-1.60616049015334e+01dB,-1.42513175561697e+02°)
2.22330989065077e+05	(-1.60979007430124e+01dB,-1.42586462190972e+02°)
2.22843514926967e+05	(-1.61342124117113e+01dB,-1.42659586600383e+02°)
2.23357222282989e+05	(-1.61705398415200e+01dB,-1.42732548840512e+02°)
2.23872113856770e+05	(-1.62068829664106e+01dB,-1.42805348962526e+02°)
2.24388192378213e+05	(-1.62432417204363e+01dB,-1.42877987018170e+02°)
2.24905460583514e+05	(-1.62796160377308e+01dB,-1.42950463059762e+02°)
2.25423921215179e+05	(-1.63160058525077e+01dB,-1.43022777140188e+02°)
2.25943577022033e+05	(-1.63524110990597e+01dB,-1.43094929312897e+02°)
2.26464430759241e+05	(-1.63888317117581e+01dB,-1.43166919631893e+02°)
2.26986485188317e+05	(-1.64252676250521e+01dB,-1.43238748151734e+02°)
2.27509743077142e+05	(-1.64617187734678e+01dB,-1.43310414927524e+02°)
2.28034207199977e+05	(-1.64981850916078e+01dB,-1.43381920014907e+02°)
2.28559880337478e+05	(-1.65346665141503e+01dB,-1.43453263470067e+02°)
2.29086765276712e+05	(-1.65711629758484e+01dB,-1.43524445349717e+02°)
2.29614864811170e+05	(-1.66076744115295e+01dB,-1.43595465711097e+02°)
2.30144181740785e+05	(-1.66442007560943e+01dB,-1.43666324611970e+02°)
2.30674718871941e+05	(-1.66807419445163e+01dB,-1.43737022110616e+02°)
2.31206479017493e+05	(-1.67172979118408e+01dB,-1.43807558265826e+02°)
2.31739464996782e+05	(-1.67538685931843e+01dB,-1.43877933136900e+02°)
2.32273679635644e+05	(-1.67904539237337e+01dB,-1.43948146783641e+02°)
2.32809125766434e+05	(-1.68270538387453e+01dB,-1.44018199266352e+02°)
2.33345806228033e+05	(-1.68636682735442e+01dB,-1.44088090645827e+02°)
2.33883723865868e+05	(-1.69002971635236e+01dB,-1.44157820983352e+02°)
2.34422881531925e+05	(-1.69369404441437e+01dB,-1.44227390340700e+02°)
2.34963282084763e+05	(-1.69735980509309e+01dB,-1.44296798780122e+02°)
2.35504928389533e+05	(-1.70102699194773e+01dB,-1.44366046364349e+02°)
2.36047823317990e+05	(-1.70469559854396e+01dB,-1.44435133156583e+02°)
2.36591969748508e+05	(-1.70836561845380e+01dB,-1.44504059220497e+02°)
2.37137370566098e+05	(-1.71203704525560e+01dB,-1.44572824620227e+02°)
2.37684028662419e+05	(-1.71570987253389e+01dB,-1.44641429420372e+02°)
2.38231946935801e+05	(-1.71938409387933e+01dB,-1.44709873685988e+02°)
2.38781128291249e+05	(-1.72305970288860e+01dB,-1.44778157482583e+02°)
2.39331575640470e+05	(-1.72673669316434e+01dB,-1.44846280876116e+02°)
2.39883291901880e+05	(-1.73041505831502e+01dB,-1.44914243932994e+02°)
2.40436280000624e+05	(-1.73409479195488e+01dB,-1.44982046720065e+02°)
2.40990542868590e+05	(-1.73777588770384e+01dB,-1.45049689304617e+02°)
2.41546083444425e+05	(-1.74145833918739e+01dB,-1.45117171754373e+02°)
2.42102904673548e+05	(-1.74514214003650e+01dB,-1.45184494137490e+02°)
2.42661009508172e+05	(-1.74882728388754e+01dB,-1.45251656522554e+02°)
2.43220400907312e+05	(-1.75251376438218e+01dB,-1.45318658978578e+02°)
2.43781081836805e+05	(-1.75620157516728e+01dB,-1.45385501574999e+02°)
2.44343055269327e+05	(-1.75989070989482e+01dB,-1.45452184381672e+02°)
2.44906324184404e+05	(-1.76358116222180e+01dB,-1.45518707468871e+02°)
2.45470891568432e+05	(-1.76727292581011e+01dB,-1.45585070907285e+02°)
2.46036760414692e+05	(-1.77096599432647e+01dB,-1.45651274768014e+02°)
2.46603933723363e+05	(-1.77466036144232e+01dB,-1.45717319122569e+02°)
2.47172414501542e+05	(-1.77835602083373e+01dB,-1.45783204042866e+02°)
2.47742205763257e+05	(-1.78205296618126e+01dB,-1.45848929601225e+02°)
2.48313310529486e+05	(-1.78575119116992e+01dB,-1.45914495870371e+02°)
2.48885731828167e+05	(-1.78945068948902e+01dB,-1.45979902923425e+02°)
2.49459472694224e+05	(-1.79315145483209e+01dB,-1.46045150833906e+02°)
2.50034536169571e+05	(-1.79685348089678e+01dB,-1.46110239675731e+02°)
2.50610925303139e+05	(-1.80055676138475e+01dB,-1.46175169523206e+02°)
2.51188643150886e+05	(-1.80426129000156e+01dB,-1.46239940451032e+02°)
2.51767692775813e+05	(-1.80796706045658e+01dB,-1.46304552534297e+02°)
2.52348077247985e+05	(-1.81167406646289e+01dB,-1.46369005848478e+02°)
2.52929799644542e+05	(-1.81538230173714e+01dB,-1.46433300469436e+02°)
2.53512863049718e+05	(-1.81909175999948e+01dB,-1.46497436473417e+02°)
2.54097270554857e+05	(-1.82280243497344e+01dB,-1.46561413937052e+02°)
2.54683025258431e+05	(-1.82651432038583e+01dB,-1.46625232937350e+02°)
2.55270130266051e+05	(-1.83022740996661e+01dB,-1.46688893551702e+02°)
2.55858588690491e+05	(-1.83394169744881e+01dB,-1.46752395857877e+02°)
2.56448403651698e+05	(-1.83765717656841e+01dB,-1.46815739934022e+02°)
2.57039578276812e+05	(-1.84137384106422e+01dB,-1.46878925858661e+02°)
2.57632115700183e+05	(-1.84509168467778e+01dB,-1.46941953710693e+02°)
2.58226019063385e+05	(-1.84881070115326e+01dB,-1.47004823569391e+02°)
2.58821291515234e+05	(-1.85253088423733e+01dB,-1.47067535514405e+02°)
2.59417936211806e+05	(-1.85625222767905e+01dB,-1.47130089625754e+02°)
2.60015956316452e+05	(-1.85997472522978e+01dB,-1.47192485983835e+02°)
2.60615354999814e+05	(-1.86369837064304e+01dB,-1.47254724669413e+02°)
2.61216135439845e+05	(-1.86742315767441e+01dB,-1.47316805763627e+02°)
2.61818300821823e+05	(-1.87114908008142e+01dB,-1.47378729347989e+02°)
2.62421854338368e+05	(-1.87487613162343e+01dB,-1.47440495504379e+02°)
2.63026799189462e+05	(-1.87860430606152e+01dB,-1.47502104315053e+02°)
2.63633138582462e+05	(-1.88233359715836e+01dB,-1.47563555862636e+02°)
2.64240875732118e+05	(-1.88606399867814e+01dB,-1.47624850230126e+02°)
2.64850013860593e+05	(-1.88979550438638e+01dB,-1.47685987500891e+02°)
2.65460556197477e+05	(-1.89352810804988e+01dB,-1.47746967758674e+02°)
2.66072505979804e+05	(-1.89726180343659e+01dB,-1.47807791087590e+02°)
2.66685866452071e+05	(-1.90099658431546e+01dB,-1.47868457572128e+02°)
2.67300640866254e+05	(-1.90473244445635e+01dB,-1.47928967297149e+02°)
2.67916832481826e+05	(-1.90846937762993e+01dB,-1.47989320347893e+02°)
2.68534444565773e+05	(-1.91220737760752e+01dB,-1.48049516809973e+02°)
2.69153480392614e+05	(-1.91594643816100e+01dB,-1.48109556769379e+02°)
2.69773943244414e+05	(-1.91968655306268e+01dB,-1.48169440312481e+02°)
2.70395836410806e+05	(-1.92342771608520e+01dB,-1.48229167526026e+02°)
2.71019163189006e+05	(-1.92716992100138e+01dB,-1.48288738497144e+02°)
2.71643926883829e+05	(-1.93091316158414e+01dB,-1.48348153313345e+02°)
2.72270130807712e+05	(-1.93465743160633e+01dB,-1.48407412062525e+02°)
2.72897778280725e+05	(-1.93840272484065e+01dB,-1.48466514832964e+02°)
2.73526872630592e+05	(-1.94214903505954e+01dB,-1.48525461713330e+02°)
2.74157417192709e+05	(-1.94589635603501e+01dB,-1.48584252792679e+02°)
2.74789415310160e+05	(-1.94964468153856e+01dB,-1.48642888160460e+02°)
2.75422870333737e+05	(-1.95339400534105e+01dB,-1.48701367906515e+02°)
2.76057785621954e+05	(-1.95714432121258e+01dB,-1.48759692121080e+02°)
2.76694164541071e+05	(-1.96089562292235e+01dB,-1.48817860894792e+02°)
2.77332010465103e+05	(-1.96464790423857e+01dB,-1.48875874318686e+02°)
2.77971326775848e+05	(-1.96840115892833e+01dB,-1.48933732484202e+02°)
2.78612116862896e+05	(-1.97215538075746e+01dB,-1.48991435483185e+02°)
2.79254384123653e+05	(-1.97591056349042e+01dB,-1.49048983407891e+02°)
2.79898131963355e+05	(-1.97966670089019e+01dB,-1.49106376350985e+02°)
2.80543363795090e+05	(-1.98342378671813e+01dB,-1.49163614405550e+02°)
2.81190083039812e+05	(-1.98718181473388e+01dB,-1.49220697665086e+02°)
2.81838293126363e+05	(-1.99094077869522e+01dB,-1.49277626223513e+02°)
2.82487997491489e+05	(-1.99470067235794e+01dB,-1.49334400175181e+02°)
2.83139199579856e+05	(-1.99846148947575e+01dB,-1.49391019614864e+02°)
2.83791902844073e+05	(-2.00222322380013e+01dB,-1.49447484637772e+02°)
2.84446110744709e+05	(-2.00598586908024e+01dB,-1.49503795339550e+02°)
2.85101826750308e+05	(-2.00974941906275e+01dB,-1.49559951816284e+02°)
2.85759054337411e+05	(-2.01351386749177e+01dB,-1.49615954164506e+02°)
2.86417796990575e+05	(-2.01727920810869e+01dB,-1.49671802481195e+02°)
2.87078058202385e+05	(-2.02104543465208e+01dB,-1.49727496863784e+02°)
2.87739841473483e+05	(-2.02481254085757e+01dB,-1.49783037410167e+02°)
2.88403150312577e+05	(-2.02858052045771e+01dB,-1.49838424218696e+02°)
2.89067988236463e+05	(-2.03234936718187e+01dB,-1.49893657388194e+02°)
2.89734358770048e+05	(-2.03611907475612e+01dB,-1.49948737017955e+02°)
2.90402265446360e+05	(-2.03988963690308e+01dB,-1.50003663207752e+02°)
2.91071711806576e+05	(-2.04366104734185e+01dB,-1.50058436057839e+02°)
2.91742701400032e+05	(-2.04743329978782e+01dB,-1.50113055668961e+02°)
2.92415237784248e+05	(-2.05120638795264e+01dB,-1.50167522142352e+02°)
2.93089324524947e+05	(-2.05498030554401e+01dB,-1.50221835579750e+02°)
2.93764965196067e+05	(-2.05875504626564e+01dB,-1.50275996083397e+02°)
2.94442163379790e+05	(-2.06253060381707e+01dB,-1.50330003756043e+02°)
2.95120922666552e+05	(-2.06630697189359e+01dB,-1.50383858700960e+02°)
2.95801246655068e+05	(-2.07008414418611e+01dB,-1.50437561021938e+02°)
2.96483138952348e+05	(-2.07386211438103e+01dB,-1.50491110823302e+02°)
2.97166603173716e+05	(-2.07764087616014e+01dB,-1.50544508209909e+02°)
2.97851642942832e+05	(-2.08142042320052e+01dB,-1.50597753287159e+02°)
2.98538261891709e+05	(-2.08520074917437e+01dB,-1.50650846161004e+02°)
2.99226463660732e+05	(-2.08898184774894e+01dB,-1.50703786937951e+02°)
2.99916251898677e+05	(-2.09276371258641e+01dB,-1.50756575725070e+02°)
3.00607630262735e+05	(-2.09654633734377e+01dB,-1.50809212630001e+02°)
3.01300602418524e+05	(-2.10032971567268e+01dB,-1.50861697760963e+02°)
3.01995172040113e+05	(-2.10411384121941e+01dB,-1.50914031226761e+02°)
3.02691342810042e+05	(-2.10789870762468e+01dB,-1.50966213136791e+02°)
3.03389118419338e+05	(-2.11168430852356e+01dB,-1.51018243601053e+02°)
3.04088502567539e+05	(-2.11547063754539e+01dB,-1.51070122730152e+02°)
3.04789498962709e+05	(-2.11925768831363e+01dB,-1.51121850635312e+02°)
3.05492111321462e+05	(-2.12304545444576e+01dB,-1.51173427428383e+02°)
3.06196343368978e+05	(-2.12683392955318e+01dB,-1.51224853221845e+02°)
3.06902198839026e+05	(-2.13062310724110e+01dB,-1.51276128128824e+02°)
3.07609681473981e+05	(-2.13441298110841e+01dB,-1.51327252263093e+02°)
3.08318795024845e+05	(-2.13820354474763e+01dB,-1.51378225739088e+02°)
3.09029543251269e+05	(-2.14199479174474e+01dB,-1.51429048671909e+02°)
3.09741929921567e+05	(-2.14578671567910e+01dB,-1.51479721177338e+02°)
3.10455958812745e+05	(-2.14957931012336e+01dB,-1.51530243371840e+02°)
3.11171633710511e+05	(-2.15337256864334e+01dB,-1.51580615372580e+02°)
3.11888958409302e+05	(-2.15716648479794e+01dB,-1.51630837297425e+02°)
3.12607936712304e+05	(-2.16096105213903e+01dB,-1.51680909264959e+02°)
3.13328572431467e+05	(-2.16475626421133e+01dB,-1.51730831394493e+02°)
3.14050869387530e+05	(-2.16855211455237e+01dB,-1.51780603806072e+02°)
3.14774831410039e+05	(-2.17234859669233e+01dB,-1.51830226620486e+02°)
3.15500462337370e+05	(-2.17614570415398e+01dB,-1.51879699959282e+02°)
3.16227766016745e+05	(-2.17994343045257e+01dB,-1.51929023944772e+02°)
3.16956746304256e+05	(-2.18374176909573e+01dB,-1.51978198700049e+02°)
3.17687407064884e+05	(-2.18754071358340e+01dB,-1.52027224348988e+02°)
3.18419752172519e+05	(-2.19134025740772e+01dB,-1.52076101016269e+02°)
3.19153785509982e+05	(-2.19514039405295e+01dB,-1.52124828827378e+02°)
3.19889510969046e+05	(-2.19894111699535e+01dB,-1.52173407908623e+02°)
3.20626932450452e+05	(-2.20274241970316e+01dB,-1.52221838387146e+02°)
3.21366053863937e+05	(-2.20654429563642e+01dB,-1.52270120390932e+02°)
3.22106879128249e+05	(-2.21034673824698e+01dB,-1.52318254048823e+02°)
3.22849412171169e+05	(-2.21414974097834e+01dB,-1.52366239490528e+02°)
3.23593656929533e+05	(-2.21795329726562e+01dB,-1.52414076846637e+02°)
3.24339617349254e+05	(-2.22175740053546e+01dB,-1.52461766248633e+02°)
3.25087297385339e+05	(-2.22556204420592e+01dB,-1.52509307828900e+02°)
3.25836701001913e+05	(-2.22936722168645e+01dB,-1.52556701720744e+02°)
3.26587832172240e+05	(-2.23317292637777e+01dB,-1.52603948058397e+02°)
3.27340694878742e+05	(-2.23697915167182e+01dB,-1.52651046977035e+02°)
3.28095293113022e+05	(-2.24078589095169e+01dB,-1.52697998612791e+02°)
3.28851630875886e+05	(-2.24459313759154e+01dB,-1.52744803102764e+02°)
3.29609712177361e+05	(-2.24840088495651e+01dB,-1.52791460585038e+02°)
3.30369541036717e+05	(-2.25220912640270e+01dB,-1.52837971198690e+02°)
3.31131121482494e+05	(-2.25601785527708e+01dB,-1.52884335083808e+02°)
3.31894457552513e+05	(-2.25982706491742e+01dB,-1.52930552381502e+02°)
3.32659553293907e+05	(-2.26363674865224e+01dB,-1.52976623233920e+02°)
3.33426412763137e+05	(-2.26744689980076e+01dB,-1.53022547784259e+02°)
3.34195040026016e+05	(-2.27125751167280e+01dB,-1.53068326176783e+02°)
3.34965439157729e+05	(-2.27506857756880e+01dB,-1.53113958556835e+02°)
3.35737614242856e+05	(-2.27888009077968e+01dB,-1.53159445070852e+02°)
3.36511569375391e+05	(-2.28269204458686e+01dB,-1.53204785866380e+02°)
3.37287308658769e+05	(-2.28650443226217e+01dB,-1.53249981092089e+02°)
3.38064836205882e+05	(-2.29031724706784e+01dB,-1.53295030897786e+02°)
3.38844156139103e+05	(-2.29413048225640e+01dB,-1.53339935434435e+02°)
3.39625272590308e+05	(-2.29794413107070e+01dB,-1.53384694854166e+02°)
3.40408189700900e+05	(-2.30175818674382e+01dB,-1.53429309310296e+02°)
3.41192911621828e+05	(-2.30557264249908e+01dB,-1.53473778957341e+02°)
3.41979442513608e+05	(-2.30938749154996e+01dB,-1.53518103951032e+02°)
3.42767786546349e+05	(-2.31320272710010e+01dB,-1.53562284448335e+02°)
3.43557947899773e+05	(-2.31701834234326e+01dB,-1.53606320607460e+02°)
3.44349930763237e+05	(-2.32083433046327e+01dB,-1.53650212587885e+02°)
3.45143739335754e+05	(-2.32465068463407e+01dB,-1.53693960550366e+02°)
3.45939377826020e+05	(-2.32846739801961e+01dB,-1.53737564656956e+02°)
3.46736850452429e+05	(-2.33228446377387e+01dB,-1.53781025071024e+02°)
3.47536161443103e+05	(-2.33610187504087e+01dB,-1.53824341957266e+02°)
3.48337315035909e+05	(-2.33991962495459e+01dB,-1.53867515481728e+02°)
3.49140315478483e+05	(-2.34373770663902e+01dB,-1.53910545811819e+02°)
3.49945167028254e+05	(-2.34755611320812e+01dB,-1.53953433116331e+02°)
3.50751873952464e+05	(-2.35137483776583e+01dB,-1.53996177565453e+02°)
3.51560440528194e+05	(-2.35519387340606e+01dB,-1.54038779330793e+02°)
3.52370871042383e+05	(-2.35901321321268e+01dB,-1.54081238585391e+02°)
3.53183169791852e+05	(-2.36283285025955e+01dB,-1.54123555503739e+02°)
3.53997341083330e+05	(-2.36665277761052e+01dB,-1.54165730261800e+02°)
3.54813389233470e+05	(-2.37047298831942e+01dB,-1.54207763037024e+02°)
3.55631318568880e+05	(-2.37429347543009e+01dB,-1.54249654008366e+02°)
3.56451133426139e+05	(-2.37811423197640e+01dB,-1.54291403356308e+02°)
3.57272838151823e+05	(-2.38193525098227e+01dB,-1.54333011262872e+02°)
3.58096437102530e+05	(-2.38575652546167e+01dB,-1.54374477911642e+02°)
3.58921934644899e+05	(-2.38957804841869e+01dB,-1.54415803487782e+02°)
3.59749335155636e+05	(-2.39339981284753e+01dB,-1.54456988178055e+02°)
3.60578643021535e+05	(-2.39722181173253e+01dB,-1.54498032170842e+02°)
3.61409862639506e+05	(-2.40104403804827e+01dB,-1.54538935656159e+02°)
3.62242998416591e+05	(-2.40486648475954e+01dB,-1.54579698825678e+02°)
3.63078054769994e+05	(-2.40868914482140e+01dB,-1.54620321872749e+02°)
3.63915036127099e+05	(-2.41251201117927e+01dB,-1.54660804992412e+02°)
3.64753946925500e+05	(-2.41633507676892e+01dB,-1.54701148381426e+02°)
3.65594791613016e+05	(-2.42015833451657e+01dB,-1.54741352238279e+02°)
3.66437574647724e+05	(-2.42398177733894e+01dB,-1.54781416763214e+02°)
3.67282300497976e+05	(-2.42780539814330e+01dB,-1.54821342158250e+02°)
3.68128973642422e+05	(-2.43162918982755e+01dB,-1.54861128627195e+02°)
3.68977598570041e+05	(-2.43545314528028e+01dB,-1.54900776375671e+02°)
3.69828179780156e+05	(-2.43927725738086e+01dB,-1.54940285611136e+02°)
3.70680721782466e+05	(-2.44310151899950e+01dB,-1.54979656542900e+02°)
3.71535229097062e+05	(-2.44692592299736e+01dB,-1.55018889382145e+02°)
3.72391706254458e+05	(-2.45075046222659e+01dB,-1.55057984341950e+02°)
3.73250157795610e+05	(-2.45457512953049e+01dB,-1.55096941637307e+02°)
3.74110588271942e+05	(-2.45839991774353e+01dB,-1.55135761485146e+02°)
3.74973002245372e+05	(-2.46222481969151e+01dB,-1.55174444104350e+02°)
3.75837404288332e+05	(-2.46604982819163e+01dB,-1.55212989715782e+02°)
3.76703798983797e+05	(-2.46987493605262e+01dB,-1.55251398542300e+02°)
3.77572190925304e+05	(-2.47370013607482e+01dB,-1.55289670808782e+02°)
3.78442584716981e+05	(-2.47752542105035e+01dB,-1.55327806742147e+02°)
3.79314984973569e+05	(-2.48135078376318e+01dB,-1.55365806571374e+02°)
3.80189396320448e+05	(-2.48517621698928e+01dB,-1.55403670527522e+02°)
3.81065823393660e+05	(-2.48900171349676e+01dB,-1.55441398843756e+02°)
3.81944270839933e+05	(-2.49282726604597e+01dB,-1.55478991755364e+02°)
3.82824743316709e+05	(-2.49665286738969e+01dB,-1.55516449499781e+02°)
3.83707245492164e+05	(-2.50047851027324e+01dB,-1.55553772316607e+02°)
3.84591782045239e+05	(-2.50430418743463e+01dB,-1.55590960447634e+02°)
3.85478357665657e+05	(-2.50812989160473e+01dB,-1.55628014136860e+02°)
3.86366977053954e+05	(-2.51195561550744e+01dB,-1.55664933630518e+02°)
3.87257644921502e+05	(-2.51578135185980e+01dB,-1.55701719177093e+02°)
3.88150365990533e+05	(-2.51960709337223e+01dB,-1.55738371027345e+02°)
3.89045144994165e+05	(-2.52343283274865e+01dB,-1.55774889434330e+02°)
3.89941986676427e+05	(-2.52725856268670e+01dB,-1.55811274653424e+02°)
3.90840895792285e+05	(-2.53108427587789e+01dB,-1.55847526942339e+02°)
3.91741877107666e+05	(-2.53490996500779e+01dB,-1.55883646561154e+02°)
3.92644935399483e+05	(-2.53873562275627e+01dB,-1.55919633772326e+02°)
3.93550075455660e+05	(-2.54256124179766e+01dB,-1.55955488840721e+02°)
3.94457302075161e+05	(-2.54638681480094e+01dB,-1.55991212033629e+02°)
3.95366620068010e+05	(-2.55021233442999e+01dB,-1.56026803620792e+02°)
3.96278034255321e+05	(-2.55403779334379e+01dB,-1.56062263874418e+02°)
3.97191549469322e+05	(-2.55786318419665e+01dB,-1.56097593069211e+02°)
3.98107170553378e+05	(-2.56168849963841e+01dB,-1.56132791482387e+02°)
3.99024902362023e+05	(-2.56551373231468e+01dB,-1.56167859393698e+02°)
3.99944749760978e+05	(-2.56933887486712e+01dB,-1.56202797085453e+02°)
4.00866717627183e+05	(-2.57316391993361e+01dB,-1.56237604842542e+02°)
4.01790810848820e+05	(-2.57698886014857e+01dB,-1.56272282952452e+02°)
4.02717034325339e+05	(-2.58081368814314e+01dB,-1.56306831705297e+02°)
4.03645392967484e+05	(-2.58463839654553e+01dB,-1.56341251393832e+02°)
4.04575891697322e+05	(-2.58846297798119e+01dB,-1.56375542313477e+02°)
4.05508535448262e+05	(-2.59228742507315e+01dB,-1.56409704762343e+02°)
4.06443329165091e+05	(-2.59611173044226e+01dB,-1.56443739041245e+02°)
4.07380277803991e+05	(-2.59993588670750e+01dB,-1.56477645453731e+02°)
4.08319386332570e+05	(-2.60375988648624e+01dB,-1.56511424306100e+02°)
4.09260659729888e+05	(-2.60758372239455e+01dB,-1.56545075907422e+02°)
4.10204102986484e+05	(-2.61140738704749e+01dB,-1.56578600569563e+02°)
4.11149721104399e+05	(-2.61523087305942e+01dB,-1.56611998607203e+02°)
4.12097519097207e+05	(-2.61905417304433e+01dB,-1.56645270337857e+02°)
4.13047501990038e+05	(-2.62287727961610e+01dB,-1.56678416081900e+02°)
4.13999674819606e+05	(-2.62670018538892e+01dB,-1.56711436162582e+02°)
4.14954042634239e+05	(-2.63052288297751e+01dB,-1.56744330906054e+02°)
4.15910610493897e+05	(-2.63434536499752e+01dB,-1.56777100641383e+02°)
4.16869383470210e+05	(-2.63816762406588e+01dB,-1.56809745700581e+02°)
4.17830366646496e+05	(-2.64198965280109e+01dB,-1.56842266418615e+02°)
4.18793565117793e+05	(-2.64581144382363e+01dB,-1.56874663133437e+02°)
4.19758983990882e+05	(-2.64963298975628e+01dB,-1.56906936185997e+02°)
4.20726628384318e+05	(-2.65345428322453e+01dB,-1.56939085920267e+02°)
4.21696503428456e+05	(-2.65727531685688e+01dB,-1.56971112683260e+02°)
4.22668614265476e+05	(-2.66109608328529e+01dB,-1.57003016825049e+02°)
4.23642966049414e+05	(-2.66491657514553e+01dB,-1.57034798698787e+02°)
4.24619563946185e+05	(-2.66873678507756e+01dB,-1.57066458660728e+02°)
4.25598413133615e+05	(-2.67255670572594e+01dB,-1.57097997070243e+02°)
4.26579518801465e+05	(-2.67637632974023e+01dB,-1.57129414289842e+02°)
4.27562886151458e+05	(-2.68019564977541e+01dB,-1.57160710685193e+02°)
4.28548520397311e+05	(-2.68401465849227e+01dB,-1.57191886625136e+02°)
4.29536426764758e+05	(-2.68783334855783e+01dB,-1.57222942481708e+02°)
4.30526610491581e+05	(-2.69165171264580e+01dB,-1.57253878630159e+02°)
4.31519076827635e+05	(-2.69546974343697e+01dB,-1.57284695448968e+02°)
4.32513831034879e+05	(-2.69928743361967e+01dB,-1.57315393319863e+02°)
