Freq.	I(ROUT_OPTO)/I(RIN_OPTO)
8.22242649946856e+04	(-9.31407376972262e-01dB,-9.71249326209606e+01°)
8.24138115012786e+04	(-9.53955585190334e-01dB,-9.72553664332927e+01°)
8.26037949576962e+04	(-9.76548988930832e-01dB,-9.73857605175699e+01°)
8.27942163712117e+04	(-9.99187560681155e-01dB,-9.75161142037483e+01°)
8.29850767514205e+04	(-1.02187127247358e+00dB,-9.76464268228202e+01°)
8.31763771102453e+04	(-1.04460009588641e+00dB,-9.77766977068301e+01°)
8.33681184619415e+04	(-1.06737400204516e+00dB,-9.79069261888921e+01°)
8.35603018231029e+04	(-1.09019296162372e+00dB,-9.80371116032054e+01°)
8.37529282126663e+04	(-1.11305694484554e+00dB,-9.81672532850717e+01°)
8.39459986519177e+04	(-1.13596592148491e+00dB,-9.82973505709108e+01°)
8.41395141644974e+04	(-1.15891986086811e+00dB,-9.84274027982773e+01°)
8.43334757764054e+04	(-1.18191873187474e+00dB,-9.85574093058764e+01°)
8.45278845160068e+04	(-1.20496250293895e+00dB,-9.86873694335808e+01°)
8.47227414140374e+04	(-1.22805114205072e+00dB,-9.88172825224456e+01°)
8.49180475036091e+04	(-1.25118461675720e+00dB,-9.89471479147253e+01°)
8.51138038202153e+04	(-1.27436289416398e+00dB,-9.90769649538894e+01°)
8.53100114017365e+04	(-1.29758594093649e+00dB,-9.92067329846378e+01°)
8.55066712884458e+04	(-1.32085372330130e+00dB,-9.93364513529174e+01°)
8.57037845230144e+04	(-1.34416620704749e+00dB,-9.94661194059370e+01°)
8.59013521505170e+04	(-1.36752335752810e+00dB,-9.95957364921833e+01°)
8.60993752184374e+04	(-1.39092513966143e+00dB,-9.97253019614364e+01°)
8.62978547766743e+04	(-1.41437151793257e+00dB,-9.98548151647851e+01°)
8.64967918775465e+04	(-1.43786245639475e+00dB,-9.99842754546425e+01°)
8.66961875757988e+04	(-1.46139791867081e+00dB,-1.00113682184761e+02°)
8.68960429286073e+04	(-1.48497786795471e+00dB,-1.00243034710248e+02°)
8.70963589955851e+04	(-1.50860226701294e+00dB,-1.00372332387580e+02°)
8.72971368387881e+04	(-1.53227107818607e+00dB,-1.00501574574619e+02°)
8.74983775227205e+04	(-1.55598426339026e+00dB,-1.00630760630627e+02°)
8.77000821143403e+04	(-1.57974178411874e+00dB,-1.00759889916280e+02°)
8.79022516830652e+04	(-1.60354360144341e+00dB,-1.00888961793683e+02°)
8.81048873007782e+04	(-1.62738967601636e+00dB,-1.01017975626386e+02°)
8.83079900418330e+04	(-1.65127996807145e+00dB,-1.01146930779398e+02°)
8.85115609830602e+04	(-1.67521443742593e+00dB,-1.01275826619200e+02°)
8.87156012037727e+04	(-1.69919304348196e+00dB,-1.01404662513762e+02°)
8.89201117857714e+04	(-1.72321574522832e+00dB,-1.01533437832556e+02°)
8.91250938133510e+04	(-1.74728250124198e+00dB,-1.01662151946570e+02°)
8.93305483733059e+04	(-1.77139326968977e+00dB,-1.01790804228321e+02°)
8.95364765549357e+04	(-1.79554800833001e+00dB,-1.01919394051872e+02°)
8.97428794500511e+04	(-1.81974667451422e+00dB,-1.02047920792846e+02°)
8.99497581529797e+04	(-1.84398922518878e+00dB,-1.02176383828435e+02°)
9.01571137605719e+04	(-1.86827561689663e+00dB,-1.02304782537420e+02°)
9.03649473722063e+04	(-1.89260580577899e+00dB,-1.02433116300181e+02°)
9.05732600897961e+04	(-1.91697974757709e+00dB,-1.02561384498710e+02°)
9.07820530177946e+04	(-1.94139739763389e+00dB,-1.02689586516629e+02°)
9.09913272632011e+04	(-1.96585871089585e+00dB,-1.02817721739198e+02°)
9.12010839355668e+04	(-1.99036364191470e+00dB,-1.02945789553332e+02°)
9.14113241470008e+04	(-2.01491214484918e+00dB,-1.03073789347612e+02°)
9.16220490121757e+04	(-2.03950417346690e+00dB,-1.03201720512300e+02°)
9.18332596483338e+04	(-2.06413968114605e+00dB,-1.03329582439351e+02°)
9.20449571752927e+04	(-2.08881862087731e+00dB,-1.03457374522425e+02°)
9.22571427154519e+04	(-2.11354094526560e+00dB,-1.03585096156902e+02°)
9.24698173937978e+04	(-2.13830660653196e+00dB,-1.03712746739894e+02°)
9.26829823379104e+04	(-2.16311555651541e+00dB,-1.03840325670254e+02°)
9.28966386779690e+04	(-2.18796774667477e+00dB,-1.03967832348597e+02°)
9.31107875467584e+04	(-2.21286312809056e+00dB,-1.04095266177302e+02°)
9.33254300796743e+04	(-2.23780165146692e+00dB,-1.04222626560532e+02°)
9.35405674147304e+04	(-2.26278326713343e+00dB,-1.04349912904244e+02°)
9.37562006925632e+04	(-2.28780792504708e+00dB,-1.04477124616199e+02°)
9.39723310564389e+04	(-2.31287557479416e+00dB,-1.04604261105978e+02°)
9.41889596522591e+04	(-2.33798616559223e+00dB,-1.04731321784990e+02°)
9.44060876285673e+04	(-2.36313964629199e+00dB,-1.04858306066486e+02°)
9.46237161365542e+04	(-2.38833596537929e+00dB,-1.04985213365570e+02°)
9.48418463300645e+04	(-2.41357507097708e+00dB,-1.05112043099212e+02°)
9.50604793656029e+04	(-2.43885691084737e+00dB,-1.05238794686255e+02°)
9.52796164023399e+04	(-2.46418143239320e+00dB,-1.05365467547433e+02°)
9.54992586021182e+04	(-2.48954858266067e+00dB,-1.05492061105377e+02°)
9.57194071294590e+04	(-2.51495830834092e+00dB,-1.05618574784630e+02°)
9.59400631515678e+04	(-2.54041055577212e+00dB,-1.05745008011653e+02°)
9.61612278383409e+04	(-2.56590527094154e+00dB,-1.05871360214842e+02°)
9.63829023623714e+04	(-2.59144239948753e+00dB,-1.05997630824534e+02°)
9.66050878989556e+04	(-2.61702188670160e+00dB,-1.06123819273020e+02°)
9.68277856260992e+04	(-2.64264367753043e+00dB,-1.06249924994555e+02°)
9.70509967245231e+04	(-2.66830771657796e+00dB,-1.06375947425370e+02°)
9.72747223776706e+04	(-2.69401394810744e+00dB,-1.06501886003680e+02°)
9.74989637717127e+04	(-2.71976231604350e+00dB,-1.06627740169695e+02°)
9.77237220955550e+04	(-2.74555276397423e+00dB,-1.06753509365631e+02°)
9.79489985408438e+04	(-2.77138523515331e+00dB,-1.06879193035721e+02°)
9.81747943019723e+04	(-2.79725967250205e+00dB,-1.07004790626220e+02°)
9.84011105760872e+04	(-2.82317601861154e+00dB,-1.07130301585423e+02°)
9.86279485630948e+04	(-2.84913421574473e+00dB,-1.07255725363667e+02°)
9.88553094656675e+04	(-2.87513420583860e+00dB,-1.07381061413344e+02°)
9.90831944892503e+04	(-2.90117593050625e+00dB,-1.07506309188912e+02°)
9.93116048420669e+04	(-2.92725933103902e+00dB,-1.07631468146901e+02°)
9.95405417351261e+04	(-2.95338434840872e+00dB,-1.07756537745926e+02°)
9.97700063822287e+04	(-2.97955092326966e+00dB,-1.07881517446691e+02°)
9.99999999999733e+04	(-3.00575899596092e+00dB,-1.08006406712003e+02°)
1.00230523807763e+05	(-3.03200850650843e+00dB,-1.08131205006780e+02°)
1.00461579027813e+05	(-3.05829939462721e+00dB,-1.08255911798059e+02°)
1.00693166885154e+05	(-3.08463159972348e+00dB,-1.08380526555001e+02°)
1.00925288607641e+05	(-3.11100506089689e+00dB,-1.08505048748909e+02°)
1.01157945425963e+05	(-3.13741971694271e+00dB,-1.08629477853226e+02°)
1.01391138573641e+05	(-3.16387550635399e+00dB,-1.08753813343550e+02°)
1.01624869287042e+05	(-3.19037236732380e+00dB,-1.08878054697642e+02°)
1.01859138805384e+05	(-3.21691023774740e+00dB,-1.09002201395430e+02°)
1.02093948370741e+05	(-3.24348905522450e+00dB,-1.09126252919021e+02°)
1.02329299228048e+05	(-3.27010875706143e+00dB,-1.09250208752706e+02°)
1.02565192625113e+05	(-3.29676928027338e+00dB,-1.09374068382972e+02°)
1.02801629812620e+05	(-3.32347056158665e+00dB,-1.09497831298506e+02°)
1.03038612044134e+05	(-3.35021253744083e+00dB,-1.09621496990201e+02°)
1.03276140576112e+05	(-3.37699514399109e+00dB,-1.09745064951171e+02°)
1.03514216667907e+05	(-3.40381831711040e+00dB,-1.09868534676749e+02°)
1.03752841581773e+05	(-3.43068199239177e+00dB,-1.09991905664500e+02°)
1.03992016582878e+05	(-3.45758610515051e+00dB,-1.10115177414229e+02°)
1.04231742939302e+05	(-3.48453059042647e+00dB,-1.10238349427983e+02°)
1.04472021922052e+05	(-3.51151538298632e+00dB,-1.10361421210062e+02°)
1.04712854805062e+05	(-3.53854041732580e+00dB,-1.10484392267023e+02°)
1.04954242865204e+05	(-3.56560562767197e+00dB,-1.10607262107691e+02°)
1.05196187382294e+05	(-3.59271094798551e+00dB,-1.10730030243159e+02°)
1.05438689639098e+05	(-3.61985631196296e+00dB,-1.10852696186802e+02°)
1.05681750921338e+05	(-3.64704165303902e+00dB,-1.10975259454277e+02°)
1.05925372517700e+05	(-3.67426690438882e+00dB,-1.11097719563531e+02°)
1.06169555719844e+05	(-3.70153199893020e+00dB,-1.11220076034810e+02°)
1.06414301822403e+05	(-3.72883686932598e+00dB,-1.11342328390661e+02°)
1.06659612122997e+05	(-3.75618144798625e+00dB,-1.11464476155941e+02°)
1.06905487922237e+05	(-3.78356566707072e+00dB,-1.11586518857819e+02°)
1.07151930523732e+05	(-3.81098945849089e+00dB,-1.11708456025786e+02°)
1.07398941234096e+05	(-3.83845275391245e+00dB,-1.11830287191659e+02°)
1.07646521362955e+05	(-3.86595548475754e+00dB,-1.11952011889583e+02°)
1.07894672222954e+05	(-3.89349758220700e+00dB,-1.12073629656041e+02°)
1.08143395129765e+05	(-3.92107897720277e+00dB,-1.12195140029858e+02°)
1.08392691402091e+05	(-3.94869960045007e+00dB,-1.12316542552204e+02°)
1.08642562361677e+05	(-3.97635938241981e+00dB,-1.12437836766602e+02°)
1.08893009333314e+05	(-4.00405825335081e+00dB,-1.12559022218929e+02°)
1.09144033644846e+05	(-4.03179614325213e+00dB,-1.12680098457425e+02°)
1.09395636627180e+05	(-4.05957298190543e+00dB,-1.12801065032695e+02°)
1.09647819614289e+05	(-4.08738869886716e+00dB,-1.12921921497712e+02°)
1.09900583943223e+05	(-4.11524322347099e+00dB,-1.13042667407827e+02°)
1.10153930954112e+05	(-4.14313648483000e+00dB,-1.13163302320767e+02°)
1.10407861990178e+05	(-4.17106841183910e+00dB,-1.13283825796643e+02°)
1.10662378397737e+05	(-4.19903893317722e+00dB,-1.13404237397953e+02°)
1.10917481526210e+05	(-4.22704797730974e+00dB,-1.13524536689585e+02°)
1.11173172728129e+05	(-4.25509547249068e+00dB,-1.13644723238824e+02°)
1.11429453359143e+05	(-4.28318134676509e+00dB,-1.13764796615349e+02°)
1.11686324778026e+05	(-4.31130552797132e+00dB,-1.13884756391247e+02°)
1.11943788346685e+05	(-4.33946794374332e+00dB,-1.14004602141005e+02°)
1.12201845430166e+05	(-4.36766852151299e+00dB,-1.14124333441522e+02°)
1.12460497396662e+05	(-4.39590718851241e+00dB,-1.14243949872110e+02°)
1.12719745617521e+05	(-4.42418387177620e+00dB,-1.14363451014493e+02°)
1.12979591467249e+05	(-4.45249849814383e+00dB,-1.14482836452817e+02°)
1.13240036323525e+05	(-4.48085099426187e+00dB,-1.14602105773647e+02°)
1.13501081567201e+05	(-4.50924128658634e+00dB,-1.14721258565974e+02°)
1.13762728582312e+05	(-4.53766930138496e+00dB,-1.14840294421215e+02°)
1.14024978756086e+05	(-4.56613496473951e+00dB,-1.14959212933216e+02°)
1.14287833478946e+05	(-4.59463820254807e+00dB,-1.15078013698256e+02°)
1.14551294144523e+05	(-4.62317894052733e+00dB,-1.15196696315050e+02°)
1.14815362149657e+05	(-4.65175710421491e+00dB,-1.15315260384748e+02°)
1.15080038894413e+05	(-4.68037261897161e+00dB,-1.15433705510938e+02°)
1.15345325782078e+05	(-4.70902540998371e+00dB,-1.15552031299652e+02°)
1.15611224219179e+05	(-4.73771540226526e+00dB,-1.15670237359364e+02°)
1.15877735615481e+05	(-4.76644252066038e+00dB,-1.15788323300993e+02°)
1.16144861384003e+05	(-4.79520668984551e+00dB,-1.15906288737904e+02°)
1.16412602941018e+05	(-4.82400783433170e+00dB,-1.16024133285912e+02°)
1.16680961706065e+05	(-4.85284587846688e+00dB,-1.16141856563282e+02°)
1.16949939101955e+05	(-4.88172074643815e+00dB,-1.16259458190728e+02°)
1.17219536554781e+05	(-4.91063236227405e+00dB,-1.16376937791420e+02°)
1.17489755493921e+05	(-4.93958064984676e+00dB,-1.16494294990981e+02°)
1.17760597352049e+05	(-4.96856553287448e+00dB,-1.16611529417489e+02°)
1.18032063565141e+05	(-4.99758693492359e+00dB,-1.16728640701480e+02°)
1.18304155572484e+05	(-5.02664477941095e+00dB,-1.16845628475944e+02°)
1.18576874816684e+05	(-5.05573898960613e+00dB,-1.16962492376333e+02°)
1.18850222743670e+05	(-5.08486948863368e+00dB,-1.17079232040555e+02°)
1.19124200802705e+05	(-5.11403619947539e+00dB,-1.17195847108979e+02°)
1.19398810446395e+05	(-5.14323904497246e+00dB,-1.17312337224435e+02°)
1.19674053130692e+05	(-5.17247794782784e+00dB,-1.17428702032211e+02°)
1.19949930314905e+05	(-5.20175283060835e+00dB,-1.17544941180059e+02°)
1.20226443461709e+05	(-5.23106361574701e+00dB,-1.17661054318190e+02°)
1.20503594037147e+05	(-5.26041022554519e+00dB,-1.17777041099277e+02°)
1.20781383510645e+05	(-5.28979258217488e+00dB,-1.17892901178454e+02°)
1.21059813355015e+05	(-5.31921060768087e+00dB,-1.18008634213318e+02°)
1.21338885046465e+05	(-5.34866422398298e+00dB,-1.18124239863925e+02°)
1.21618600064604e+05	(-5.37815335287825e+00dB,-1.18239717792794e+02°)
1.21898959892454e+05	(-5.40767791604315e+00dB,-1.18355067664904e+02°)
1.22179966016454e+05	(-5.43723783503579e+00dB,-1.18470289147693e+02°)
1.22461619926472e+05	(-5.46683303129809e+00dB,-1.18585381911061e+02°)
1.22743923115807e+05	(-5.49646342615795e+00dB,-1.18700345627365e+02°)
1.23026877081205e+05	(-5.52612894083148e+00dB,-1.18815179971422e+02°)
1.23310483322857e+05	(-5.55582949642513e+00dB,-1.18929884620506e+02°)
1.23594743344417e+05	(-5.58556501393787e+00dB,-1.19044459254348e+02°)
1.23879658653003e+05	(-5.61533541426337e+00dB,-1.19158903555134e+02°)
1.24165230759207e+05	(-5.64514061819213e+00dB,-1.19273217207506e+02°)
1.24451461177105e+05	(-5.67498054641366e+00dB,-1.19387399898558e+02°)
1.24738351424260e+05	(-5.70485511951860e+00dB,-1.19501451317838e+02°)
1.25025903021738e+05	(-5.73476425800088e+00dB,-1.19615371157344e+02°)
1.25314117494108e+05	(-5.76470788225986e+00dB,-1.19729159111523e+02°)
1.25602996369453e+05	(-5.79468591260243e+00dB,-1.19842814877270e+02°)
1.25892541179382e+05	(-5.82469826924514e+00dB,-1.19956338153928e+02°)
1.26182753459033e+05	(-5.85474487231633e+00dB,-1.20069728643283e+02°)
1.26473634747081e+05	(-5.88482564185824e+00dB,-1.20182986049564e+02°)
1.26765186585750e+05	(-5.91494049782909e+00dB,-1.20296110079443e+02°)
1.27057410520820e+05	(-5.94508936010520e+00dB,-1.20409100442027e+02°)
1.27350308101631e+05	(-5.97527214848305e+00dB,-1.20521956848865e+02°)
1.27643880881100e+05	(-6.00548878268141e+00dB,-1.20634679013937e+02°)
1.27938130415718e+05	(-6.03573918234335e+00dB,-1.20747266653657e+02°)
1.28233058265567e+05	(-6.06602326703838e+00dB,-1.20859719486869e+02°)
1.28528665994327e+05	(-6.09634095626445e+00dB,-1.20972037234847e+02°)
1.28824955169278e+05	(-6.12669216945005e+00dB,-1.21084219621287e+02°)
1.29121927361318e+05	(-6.15707682595623e+00dB,-1.21196266372312e+02°)
1.29419584144963e+05	(-6.18749484507864e+00dB,-1.21308177216462e+02°)
1.29717927098360e+05	(-6.21794614604960e+00dB,-1.21419951884696e+02°)
1.30016957803294e+05	(-6.24843064804007e+00dB,-1.21531590110388e+02°)
1.30316677845194e+05	(-6.27894827016171e+00dB,-1.21643091629324e+02°)
1.30617088813148e+05	(-6.30949893146887e+00dB,-1.21754456179698e+02°)
1.30918192299905e+05	(-6.34008255096060e+00dB,-1.21865683502113e+02°)
1.31219989901884e+05	(-6.37069904758266e+00dB,-1.21976773339571e+02°)
1.31522483219188e+05	(-6.40134834022947e+00dB,-1.22087725437477e+02°)
1.31825673855605e+05	(-6.43203034774614e+00dB,-1.22198539543630e+02°)
1.32129563418621e+05	(-6.46274498893038e+00dB,-1.22309215408224e+02°)
1.32434153519430e+05	(-6.49349218253454e+00dB,-1.22419752783842e+02°)
1.32739445772938e+05	(-6.52427184726749e+00dB,-1.22530151425454e+02°)
1.33045441797773e+05	(-6.55508390179662e+00dB,-1.22640411090412e+02°)
1.33352143216296e+05	(-6.58592826474977e+00dB,-1.22750531538448e+02°)
1.33659551654608e+05	(-6.61680485471715e+00dB,-1.22860512531668e+02°)
1.33967668742557e+05	(-6.64771359025326e+00dB,-1.22970353834550e+02°)
1.34276496113750e+05	(-6.67865438987882e+00dB,-1.23080055213942e+02°)
1.34586035405558e+05	(-6.70962717208269e+00dB,-1.23189616439053e+02°)
1.34896288259128e+05	(-6.74063185532372e+00dB,-1.23299037281454e+02°)
1.35207256319391e+05	(-6.77166835803270e+00dB,-1.23408317515071e+02°)
1.35518941235067e+05	(-6.80273659861419e+00dB,-1.23517456916181e+02°)
1.35831344658678e+05	(-6.83383649544843e+00dB,-1.23626455263410e+02°)
1.36144468246558e+05	(-6.86496796689318e+00dB,-1.23735312337726e+02°)
1.36458313658855e+05	(-6.89613093128559e+00dB,-1.23844027922439e+02°)
1.36772882559547e+05	(-6.92732530694404e+00dB,-1.23952601803188e+02°)
1.37088176616448e+05	(-6.95855101216999e+00dB,-1.24061033767949e+02°)
1.37404197501214e+05	(-6.98980796524979e+00dB,-1.24169323607017e+02°)
1.37720946889357e+05	(-7.02109608445652e+00dB,-1.24277471113013e+02°)
1.38038426460251e+05	(-7.05241528805179e+00dB,-1.24385476080872e+02°)
1.38356637897140e+05	(-7.08376549428754e+00dB,-1.24493338307841e+02°)
1.38675582887151e+05	(-7.11514662140785e+00dB,-1.24601057593475e+02°)
1.38995263121297e+05	(-7.14655858765070e+00dB,-1.24708633739629e+02°)
1.39315680294492e+05	(-7.17800131124979e+00dB,-1.24816066550456e+02°)
1.39636836105555e+05	(-7.20947471043623e+00dB,-1.24923355832404e+02°)
1.39958732257223e+05	(-7.24097870344038e+00dB,-1.25030501394203e+02°)
1.40281370456157e+05	(-7.27251320849355e+00dB,-1.25137503046870e+02°)
1.40604752412953e+05	(-7.30407814382975e+00dB,-1.25244360603695e+02°)
1.40928879842149e+05	(-7.33567342768741e+00dB,-1.25351073880243e+02°)
1.41253754462237e+05	(-7.36729897831115e+00dB,-1.25457642694343e+02°)
1.41579377995669e+05	(-7.39895471395339e+00dB,-1.25564066866087e+02°)
1.41905752168870e+05	(-7.43064055287616e+00dB,-1.25670346217823e+02°)
1.42232878712243e+05	(-7.46235641335272e+00dB,-1.25776480574147e+02°)
1.42560759360180e+05	(-7.49410221366929e+00dB,-1.25882469761902e+02°)
1.42889395851071e+05	(-7.52587787212668e+00dB,-1.25988313610171e+02°)
1.43218789927315e+05	(-7.55768330704197e+00dB,-1.26094011950270e+02°)
1.43548943335326e+05	(-7.58951843675019e+00dB,-1.26199564615741e+02°)
1.43879857825545e+05	(-7.62138317960591e+00dB,-1.26304971442352e+02°)
1.44211535152447e+05	(-7.65327745398495e+00dB,-1.26410232268087e+02°)
1.44543977074553e+05	(-7.68520117828591e+00dB,-1.26515346933139e+02°)
1.44877185354436e+05	(-7.71715427093188e+00dB,-1.26620315279908e+02°)
1.45211161758734e+05	(-7.74913665037198e+00dB,-1.26725137152992e+02°)
1.45545908058156e+05	(-7.78114823508299e+00dB,-1.26829812399184e+02°)
1.45881426027495e+05	(-7.81318894357092e+00dB,-1.26934340867463e+02°)
1.46217717445632e+05	(-7.84525869437257e+00dB,-1.27038722408989e+02°)
1.46554784095551e+05	(-7.87735740605717e+00dB,-1.27142956877098e+02°)
1.46892627764346e+05	(-7.90948499722782e+00dB,-1.27247044127294e+02°)
1.47231250243231e+05	(-7.94164138652316e+00dB,-1.27350984017247e+02°)
1.47570653327549e+05	(-7.97382649261882e+00dB,-1.27454776406779e+02°)
1.47910838816780e+05	(-8.00604023422897e+00dB,-1.27558421157865e+02°)
1.48251808514554e+05	(-8.03828253010786e+00dB,-1.27661918134624e+02°)
1.48593564228660e+05	(-8.07055329905131e+00dB,-1.27765267203313e+02°)
1.48936107771050e+05	(-8.10285245989819e+00dB,-1.27868468232319e+02°)
1.49279440957858e+05	(-8.13517993153194e+00dB,-1.27971521092154e+02°)
1.49623565609402e+05	(-8.16753563288204e+00dB,-1.28074425655451e+02°)
1.49968483550196e+05	(-8.19991948292548e+00dB,-1.28177181796950e+02°)
1.50314196608961e+05	(-8.23233140068817e+00dB,-1.28279789393501e+02°)
1.50660706618633e+05	(-8.26477130524646e+00dB,-1.28382248324050e+02°)
1.51008015416373e+05	(-8.29723911572853e+00dB,-1.28484558469636e+02°)
1.51356124843579e+05	(-8.32973475131585e+00dB,-1.28586719713383e+02°)
1.51705036745892e+05	(-8.36225813124456e+00dB,-1.28688731940494e+02°)
1.52054752973208e+05	(-8.39480917480691e+00dB,-1.28790595038243e+02°)
1.52405275379687e+05	(-8.42738780135265e+00dB,-1.28892308895970e+02°)
1.52756605823765e+05	(-8.45999393029040e+00dB,-1.28993873405072e+02°)
1.53108746168161e+05	(-8.49262748108903e+00dB,-1.29095288459000e+02°)
1.53461698279887e+05	(-8.52528837327906e+00dB,-1.29196553953246e+02°)
1.53815464030261e+05	(-8.55797652645400e+00dB,-1.29297669785341e+02°)
1.54170045294913e+05	(-8.59069186027167e+00dB,-1.29398635854848e+02°)
1.54525443953799e+05	(-8.62343429445558e+00dB,-1.29499452063352e+02°)
1.54881661891205e+05	(-8.65620374879622e+00dB,-1.29600118314454e+02°)
1.55238700995765e+05	(-8.68900014315241e+00dB,-1.29700634513765e+02°)
1.55596563160464e+05	(-8.72182339745257e+00dB,-1.29801000568900e+02°)
1.55955250282652e+05	(-8.75467343169606e+00dB,-1.29901216389466e+02°)
1.56314764264052e+05	(-8.78755016595444e+00dB,-1.30001281887060e+02°)
1.56675107010771e+05	(-8.82045352037274e+00dB,-1.30101196975260e+02°)
1.57036280433312e+05	(-8.85338341517074e+00dB,-1.30200961569616e+02°)
1.57398286446578e+05	(-8.88633977064425e+00dB,-1.30300575587647e+02°)
1.57761126969891e+05	(-8.91932250716630e+00dB,-1.30400038948829e+02°)
1.58124803926994e+05	(-8.95233154518843e+00dB,-1.30499351574589e+02°)
1.58489319246067e+05	(-8.98536680524188e+00dB,-1.30598513388301e+02°)
1.58854674859734e+05	(-9.01842820793883e+00dB,-1.30697524315274e+02°)
1.59220872705073e+05	(-9.05151567397359e+00dB,-1.30796384282747e+02°)
1.59587914723629e+05	(-9.08462912412381e+00dB,-1.30895093219883e+02°)
1.59955802861422e+05	(-9.11776847925166e+00dB,-1.30993651057758e+02°)
1.60324539068960e+05	(-9.15093366030500e+00dB,-1.31092057729354e+02°)
1.60694125301243e+05	(-9.18412458831856e+00dB,-1.31190313169557e+02°)
1.61064563517782e+05	(-9.21734118441509e+00dB,-1.31288417315142e+02°)
1.61435855682604e+05	(-9.25058336980648e+00dB,-1.31386370104770e+02°)
1.61808003764262e+05	(-9.28385106579497e+00dB,-1.31484171478979e+02°)
1.62181009735848e+05	(-9.31714419377418e+00dB,-1.31581821380176e+02°)
1.62554875575003e+05	(-9.35046267523029e+00dB,-1.31679319752633e+02°)
1.62929603263927e+05	(-9.38380643174314e+00dB,-1.31776666542472e+02°)
1.63305194789388e+05	(-9.41717538498730e+00dB,-1.31873861697665e+02°)
1.63681652142735e+05	(-9.45056945673319e+00dB,-1.31970905168022e+02°)
1.64058977319908e+05	(-9.48398856884812e+00dB,-1.32067796905187e+02°)
1.64437172321447e+05	(-9.51743264329740e+00dB,-1.32164536862623e+02°)
1.64816239152505e+05	(-9.55090160214534e+00dB,-1.32261124995612e+02°)
1.65196179822856e+05	(-9.58439536755635e+00dB,-1.32357561261246e+02°)
1.65576996346907e+05	(-9.61791386179596e+00dB,-1.32453845618414e+02°)
1.65958690743710e+05	(-9.65145700723184e+00dB,-1.32549978027801e+02°)
1.66341265036971e+05	(-9.68502472633481e+00dB,-1.32645958451874e+02°)
1.66724721255060e+05	(-9.71861694167987e+00dB,-1.32741786854880e+02°)
1.67109061431024e+05	(-9.75223357594719e+00dB,-1.32837463202834e+02°)
1.67494287602597e+05	(-9.78587455192308e+00dB,-1.32932987463514e+02°)
1.67880401812209e+05	(-9.81953979250098e+00dB,-1.33028359606450e+02°)
1.68267406107000e+05	(-9.85322922068245e+00dB,-1.33123579602918e+02°)
1.68655302538827e+05	(-9.88694275957810e+00dB,-1.33218647425935e+02°)
1.69044093164279e+05	(-9.92068033240855e+00dB,-1.33313563050244e+02°)
1.69433780044686e+05	(-9.95444186250536e+00dB,-1.33408326452314e+02°)
1.69824365246127e+05	(-9.98822727331199e+00dB,-1.33502937610326e+02°)
1.70215850839448e+05	(-1.00220364883847e+01dB,-1.33597396504169e+02°)
1.70608238900265e+05	(-1.00558694313933e+01dB,-1.33691703115429e+02°)
1.71001531508981e+05	(-1.00897260261226e+01dB,-1.33785857427385e+02°)
1.71395730750795e+05	(-1.01236061964725e+01dB,-1.33879859424996e+02°)
1.71790838715711e+05	(-1.01575098664594e+01dB,-1.33973709094898e+02°)
1.72186857498553e+05	(-1.01914369602171e+01dB,-1.34067406425393e+02°)
1.72583789198972e+05	(-1.02253874019975e+01dB,-1.34160951406441e+02°)
1.72981635921462e+05	(-1.02593611161712e+01dB,-1.34254344029655e+02°)
1.73380399775365e+05	(-1.02933580272289e+01dB,-1.34347584288287e+02°)
1.73780082874889e+05	(-1.03273780597819e+01dB,-1.34440672177229e+02°)
1.74180687339113e+05	(-1.03614211385629e+01dB,-1.34533607692997e+02°)
1.74582215292002e+05	(-1.03954871884269e+01dB,-1.34626390833724e+02°)
1.74984668862417e+05	(-1.04295761343521e+01dB,-1.34719021599159e+02°)
1.75388050184127e+05	(-1.04636879014404e+01dB,-1.34811499990649e+02°)
1.75792361395820e+05	(-1.04978224149187e+01dB,-1.34903826011138e+02°)
1.76197604641114e+05	(-1.05319796001389e+01dB,-1.34995999665158e+02°)
1.76603782068567e+05	(-1.05661593825797e+01dB,-1.35088020958817e+02°)
1.77010895831693e+05	(-1.06003616878462e+01dB,-1.35179889899796e+02°)
1.77418948088967e+05	(-1.06345864416718e+01dB,-1.35271606497338e+02°)
1.77827941003842e+05	(-1.06688335699180e+01dB,-1.35363170762240e+02°)
1.78237876744759e+05	(-1.07031029985757e+01dB,-1.35454582706848e+02°)
1.78648757485155e+05	(-1.07373946537656e+01dB,-1.35545842345043e+02°)
1.79060585403479e+05	(-1.07717084617392e+01dB,-1.35636949692240e+02°)
1.79473362683202e+05	(-1.08060443488793e+01dB,-1.35727904765376e+02°)
1.79887091512828e+05	(-1.08404022417008e+01dB,-1.35818707582900e+02°)
1.80301774085906e+05	(-1.08747820668513e+01dB,-1.35909358164769e+02°)
1.80717412601042e+05	(-1.09091837511119e+01dB,-1.35999856532441e+02°)
1.81134009261909e+05	(-1.09436072213976e+01dB,-1.36090202708860e+02°)
1.81551566277263e+05	(-1.09780524047585e+01dB,-1.36180396718454e+02°)
1.81970085860947e+05	(-1.10125192283798e+01dB,-1.36270438587128e+02°)
1.82389570231913e+05	(-1.10470076195830e+01dB,-1.36360328342249e+02°)
1.82810021614223e+05	(-1.10815175058261e+01dB,-1.36450066012646e+02°)
1.83231442237070e+05	(-1.11160488147044e+01dB,-1.36539651628594e+02°)
